Assay_Plate_Barcode,Plate_Map_Name
CPJUMP001,JUMP-MOA_compound_platemap_with_metadata
CPJUMP002,JUMP-MOA_compound_platemap_with_metadata
CPJUMP003,JUMP-MOA_compound_platemap_with_metadata
CPJUMP004,JUMP-MOA_compound_platemap_with_metadata
CPJUMP005,JUMP-MOA_compound_platemap_with_metadata
CPJUMP006,JUMP-MOA_compound_platemap_with_metadata
CPJUMP007,JUMP-MOA_compound_platemap_with_metadata
CPJUMP008,JUMP-MOA_compound_platemap_with_metadata
