Assay_Plate_Barcode,Plate_Map_Name
BR00117030,JUMP-MOA_compound_platemap_with_metadata
BR00117031,JUMP-MOA_compound_platemap_with_metadata
BR00117032,JUMP-MOA_compound_platemap_with_metadata
