Assay_Plate_Barcode,Plate_Map_Name
200922_044247-V,JUMP-MOA_compound_platemap_with_metadata
BR00116633,JUMP-MOA_compound_platemap_with_metadata
BR00116634,JUMP-MOA_compound_platemap_with_metadata
