plate_map_name	well_position	broad_sample	solvent
JUMP-Target-2_compound_platemap	P12	BRD-A58048407-001-20-4	DMSO
JUMP-Target-2_compound_platemap	P13	BRD-K70358946-001-14-0	DMSO
JUMP-Target-2_compound_platemap	P14	BRD-K77087341-001-02-4	DMSO
JUMP-Target-2_compound_platemap	P15	BRD-K18289362-001-03-9	DMSO
JUMP-Target-2_compound_platemap	P16	BRD-K55567017-001-12-3	DMSO
JUMP-Target-2_compound_platemap	P17	BRD-K31170746-001-03-9	DMSO
JUMP-Target-2_compound_platemap	P18	BRD-A18992208-003-02-7	DMSO
JUMP-Target-2_compound_platemap	P19	BRD-K80970344-201-10-9	DMSO
JUMP-Target-2_compound_platemap	P20	BRD-A69636825-003-04-7	DMSO
JUMP-Target-2_compound_platemap	P21	BRD-K87782578-001-03-9	DMSO
JUMP-Target-2_compound_platemap	P22	BRD-K98763141-001-30-8	DMSO
JUMP-Target-2_compound_platemap	P23	BRD-K19975102-001-02-0	DMSO
JUMP-Target-2_compound_platemap	P24		DMSO
